,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,movie_category
3776,Michael Polish,12.0,121.0,35.0,473.0,Bobby Batson,4000.0,4700361.0,Drama,Hayden Christensen,2047,6617,Cynthia Barrett,0.0,heaven|hospital|praying|pronounced dead|recovery,29.0,English,USA,PG-13,5000000.0,2015.0,849.0,4.6,2.35,0,average
3777,Dan Rush,155.0,97.0,7.0,939.0,Scott Takeda,8000.0,2711210.0,Comedy,Will Ferrell,40305,10517,Stephen Root,1.0,alcoholic|beer|bicycle|new neighbor|yard sale,86.0,English,USA,R,5000000.0,2010.0,981.0,6.4,2.35,0,average
3778,Jake Kasdan,81.0,116.0,52.0,102.0,Ryan O'Neal,624.0,1980338.0,Comedy,Kim Dickens,12366,1209,Angela Featherstone,2.0,blackmail|client|private detective|private investigator|tycoon,151.0,English,USA,R,5000000.0,1998.0,385.0,7.0,1.85,507,hit
3779,Brad Anderson,204.0,94.0,122.0,360.0,Jennifer Jason Leigh,23000.0,1082044.0,Drama,Christian Bale,281649,24994,Reg E. Cathey,0.0,alienation|conscience|insomnia|paranoia|urban gothic,458.0,English,Spain,R,5000000.0,2004.0,1000.0,7.7,2.35,21000,hit
3780,Paul Schrader,19.0,103.0,261.0,145.0,Jane Adams,722.0,1100000.0,Drama,Dana Delany,3665,1201,David Clennon,0.0,bare breasts|drugs|existentialism|new york city|redemption,39.0,English,USA,R,5000000.0,1992.0,280.0,6.8,1.85,247,hit
3781,Michael Cuesta,163.0,112.0,52.0,688.0,Paz Vega,10000.0,2445646.0,Biography,Jeremy Renner,32382,12897,Robert Pralgo,1.0,based on true story|cia|cocaine|journalist|smear campaign,99.0,English,USA,R,5000000.0,2014.0,963.0,7.0,2.35,13000,hit
3782,John Cameron Mitchell,248.0,91.0,263.0,192.0,Jon Tenney,967.0,2221809.0,Drama,Dianne Wiest,40618,1582,Tammy Blanchard,0.0,car|comic book|comic book artist|iphone|memory,144.0,English,USA,PG-13,5000000.0,2010.0,289.0,7.0,1.85,0,hit
3783,Fenton Bailey,39.0,98.0,13.0,600.0,Mia Kirshner,3000.0,296665.0,Biography,Macaulay Culkin,12675,5185,Marilyn Manson,1.0,drug dealer|drugs|gay|homosexual|party,158.0,English,USA,R,5000000.0,2003.0,971.0,6.3,1.85,0,average
3784,Jeremy Saulnier,322.0,95.0,57.0,233.0,Mark Webber,727.0,3219029.0,Music,Alia Shawkat,28845,1836,Joe Cole,0.0,murder|neo nazi|punk band|skinhead|suspense,125.0,English,USA,R,5000000.0,2015.0,442.0,7.1,2.35,10000,hit
3787,Wes Anderson,83.0,91.0,0.0,65.0,Darryl Cox,387.0,1040879.0,Comedy,Andrew Wilson,54478,648,Lumi Cavazos,0.0,caper|escapade|motel|robbery|texas,184.0,English,USA,R,7000000.0,1996.0,96.0,7.1,1.85,0,hit
3788,Kevin Spacey,37.0,97.0,18000.0,977.0,Joe Mantegna,10000.0,326308.0,Drama,Viggo Mortensen,6632,13718,Faye Dunaway,3.0,bar|box office flop|hostage|new orleans louisiana|police,69.0,English,USA,R,5000000.0,1996.0,1000.0,6.1,2.35,225,average
3793,Nicholas Fackler,27.0,90.0,6.0,940.0,Ellen Burstyn,3000.0,124720.0,Romance,Adam Scott,1560,4987,Martin Landau,0.0,christmas|fable|old man,15.0,English,USA,PG,5000000.0,2008.0,1000.0,7.3,1.85,777,hit
3795,Morgan J. Freeman,31.0,90.0,204.0,697.0,John Heard,1000.0,99147.0,Drama,Ethan Suplee,1884,3207,Sara Gilbert,3.0,cola|desert|ice cream cone|teenage girl|vomiting,28.0,English,USA,R,2000000.0,1998.0,697.0,6.2,1.85,69,average
3798,Brian De Palma,133.0,90.0,0.0,15.0,Daniel Stewart Sherman,343.0,65087.0,War,Mike Figueroa,8824,408,Kel O'Neill,0.0,blood splatter|iraq|murder|rape|soldier,108.0,English,USA,R,5000000.0,2007.0,29.0,6.2,1.85,559,average
3799,Klaus Menzel,13.0,103.0,34.0,227.0,Jacqueline Bisset,811.0,16066.0,Romance,Adam Garcia,1207,1789,Alice Evans,0.0,death|love|marriage|secret|suspicion,44.0,English,Germany,R,5000000.0,2004.0,522.0,3.3,2.35,40,flop
3819,Jirí Menzel,99.0,113.0,44.0,4.0,Ivan Barnev,61.0,617228.0,Romance,Julia Jentsch,6183,92,Milan Lasica,1.0,hotel|legs|lingerie|waiter|wealth,27.0,Czech,Czech Republic,R,84450000.0,2006.0,12.0,7.4,1.85,1000,hit
3821,Billy Bob Thornton,104.0,148.0,0.0,263.0,Dwight Yoakam,3000.0,24475416.0,Drama,Robert Duvall,72443,3967,J.T. Walsh,0.0,friend|mental institution|murder|repair shop|small town,309.0,English,USA,R,890000.0,1996.0,324.0,8.0,1.85,0,hit
3823,Eli Roth,303.0,93.0,0.0,581.0,Takashi Miike,1000.0,47277326.0,Horror,Jay Hernandez,138814,2990,Rick Hoffman,0.0,bratislava|hostel|sadistic horror|torture|travel,1516.0,English,USA,R,4800000.0,2005.0,1000.0,5.9,2.35,0,average
3824,Michael Winterbottom,122.0,94.0,187.0,427.0,Shirley Henderson,1000.0,1247453.0,Comedy,Steve Coogan,11202,3690,Dylan Moran,0.0,actor playing himself|battle|boots|penis|womb,123.0,English,UK,R,2800000.0,2005.0,887.0,6.8,2.35,750,hit
3825,Jeff Nichols,359.0,121.0,337.0,41.0,Shea Whigham,982.0,1729969.0,Drama,Katy Mixon,68211,1520,Robert Longstreet,0.0,ambiguous ending|firefly|mysterious event|schizophrenia|storm,219.0,English,USA,R,5000000.0,2011.0,463.0,7.4,2.35,14000,hit
3826,Frank LaLoggia,130.0,118.0,7.0,339.0,Lukas Haas,968.0,1705139.0,Fantasy,Alex Rocco,4695,2545,Katherine Helmond,0.0,1960s|boy|ghost|murder|small town,69.0,English,USA,R,4700000.0,1988.0,733.0,6.7,1.85,0,hit
3829,Tobe Hooper,159.0,101.0,365.0,14.0,Lou Perryman,237.0,8025872.0,Comedy,Bill Johnson,19234,302,Jim Siedow,3.0,chainsaw|chainsaw murder|human monster|music score composed by director|obscene finger gesture,258.0,English,USA,X,4700000.0,1986.0,28.0,5.5,1.85,0,average
3831,Nicolas Winding Refn,440.0,90.0,0.0,428.0,Kristin Scott Thomas,33000.0,778565.0,Drama,Ryan Gosling,83234,34779,Yayaying Rhatha Phongam,1.0,brutal cop|drug dealer|punishment|thai boxing|vengeance,475.0,English,Denmark,R,4800000.0,2013.0,1000.0,5.7,1.85,30000,average
3837,Michel Leclerc,87.0,100.0,3.0,9.0,Jacques Gamblin,74.0,513836.0,Romance,Sara Forestier,6304,143,Zinedine Soualem,1.0,activist|promiscuous daughter|promiscuous woman|sex in a bed|voyeurism,21.0,French,France,R,4600000.0,2010.0,52.0,7.2,1.85,0,hit
3839,Tom Kalin,121.0,97.0,4.0,577.0,Elena Anaya,13000.0,434417.0,Drama,Eddie Redmayne,8867,15093,Stephen Dillane,1.0,incest|male nudity|older man younger woman relationship|orgasm|son murders mother,65.0,English,Spain,Not Rated,4600000.0,2007.0,1000.0,5.9,1.85,0,average
3841,Hugh Wilson,45.0,96.0,37.0,542.0,Bubba Smith,801.0,81200000.0,Comedy,Steve Guttenberg,87739,3113,Michael Winslow,0.0,misfit|police|police academy|police cadet|police officer,133.0,English,USA,R,4500000.0,1984.0,760.0,6.7,1.85,0,hit
3843,Mike Newell,84.0,117.0,179.0,239.0,James Fleet,1000.0,52700832.0,Romance,Kristin Scott Thomas,107923,1862,Simon Callow,4.0,1990s|chick flick|funeral|gay relationship|wedding,197.0,English,UK,R,4500000.0,1994.0,398.0,7.1,1.66,0,hit
3846,Spike Lee,202.0,108.0,0.0,346.0,Rosario Dawson,22000.0,13060843.0,Drama,Philip Seymour Hoffman,149528,26050,Aaron Stanford,0.0,bar|dream|drug dealing|nightclub|widower,454.0,English,USA,R,15000000.0,2002.0,3000.0,7.7,2.35,0,hit
3848,Lana Wachowski,120.0,109.0,0.0,126.0,Kevin Michael Richardson,3000.0,3798532.0,Romance,Christopher Meloni,41138,3668,Peter Spellos,0.0,gangster|lesbian|mafia|money|neo noir,208.0,English,USA,R,4500000.0,1996.0,441.0,7.4,1.85,2000,hit
3849,Darren Aronofsky,234.0,102.0,0.0,167.0,Mark Margolis,1000.0,3609278.0,Drama,Ellen Burstyn,573541,2235,Louise Lasser,0.0,addiction|diet pill|drug addiction|fast motion scene|heroin,1916.0,English,USA,R,4500000.0,2000.0,1000.0,8.4,1.37,38000,hit
3851,Carlos Saura,35.0,115.0,98.0,4.0,Juan Luis Galiardo,341.0,1687311.0,Music,Mía Maestro,2412,371,Miguel Ángel Solá,3.0,dancer|director|love|musical filmmaking|tango,40.0,Spanish,Spain,PG-13,700000000.0,1998.0,26.0,7.2,2.0,539,hit
3854,Richard Kelly,283.0,133.0,219.0,701.0,Mary McDonnell,15000.0,727883.0,Drama,Jake Gyllenhaal,580999,17040,James Duval,1.0,1980s|death|insanity|parallel universe|time travel,2110.0,English,USA,R,4500000.0,2001.0,933.0,8.1,2.35,33000,hit
3856,Mike van Diem,54.0,122.0,4.0,3.0,Fedja van Huêt,25.0,713413.0,Drama,Jan Decleir,9171,48,Hans Kesting,1.0,bailiff|lawyer|office|police|school,68.0,Dutch,Netherlands,R,4500000.0,1997.0,20.0,7.8,1.85,689,hit
3857,Jonas Åkerlund,92.0,106.0,68.0,391.0,Nicholas Gonzalez,835.0,410241.0,Comedy,Patrick Fugit,32357,2110,Debbie Harry,0.0,male nudity|meth|meth lab|nudity|speed freak,199.0,English,USA,R,2000000.0,2002.0,601.0,6.8,1.85,3000,hit
3859,Chan-wook Park,202.0,112.0,0.0,38.0,Yeong-ae Lee,717.0,211667.0,Drama,Min-sik Choi,53508,907,Hye-jeong Kang,0.0,cake|christian|lesbian sex|oral sex|pregnant schoolgirl,131.0,Korean,South Korea,R,4200000000.0,2005.0,126.0,7.7,2.35,4000,hit
3861,Barry Skolnick,54.0,99.0,0.0,798.0,Jason Flemyng,26000.0,92191.0,Sport,Jason Statham,29463,29325,Danny Dyer,1.0,inmate|prison|prison guard|soccer|soccer star,84.0,English,UK,R,2500000.0,2001.0,1000.0,6.5,1.85,0,average
3862,Johnnie To,98.0,110.0,143.0,76.0,Anthony Chau-Sang Wong,155.0,49413.0,Action,Simon Yam,6919,398,Josie Ho,0.0,baby|friendship|macau|practical joke|selfie,26.0,Cantonese,Hong Kong,R,35000000.0,2006.0,96.0,7.3,2.35,528,hit
3865,Agnieszka Wojtowicz-Vosloo,138.0,104.0,0.0,329.0,Josh Charles,14000.0,108229.0,Drama,Liam Neeson,30836,15860,Chandler Canterbury,1.0,breath on mirror|buried alive|engagement ring|looking at one's self in a mirror|serial killer,137.0,English,USA,R,4500000.0,2009.0,1000.0,5.9,2.35,7000,average
3867,Milos Forman,149.0,133.0,869.0,425.0,Michael Berryman,888.0,112000000.0,Drama,Scatman Crothers,680041,2176,Louise Fletcher,0.0,1960s|escape|mental institution|nurse|sexuality,760.0,English,USA,R,4400000.0,1975.0,721.0,8.7,1.85,32000,blockbuster
3873,Nick Love,111.0,112.0,63.0,422.0,Ray Winstone,2000.0,26345.0,Drama,Hayley Atwell,16445,4810,Alan Ford,4.0,bank|criminal|detective|flying squad|policewoman,99.0,English,UK,R,3000000.0,2012.0,1000.0,6.1,2.35,0,average
3876,Niki Caro,149.0,101.0,51.0,8.0,Rawiri Paratene,446.0,20772796.0,Family,Keisha Castle-Hughes,34232,497,Tammy Davis,1.0,girl|maori|new zealand|tradition|whale,346.0,English,New Zealand,PG-13,6000000.0,2002.0,20.0,7.6,2.35,0,hit
3879,Joe Wright,256.0,111.0,456.0,394.0,Cara Delevingne,20000.0,34964818.0,Family,Hugh Jackman,39975,21404,Nonso Anozie,4.0,1940s|child hero|fantasy world|orphan|reference to peter pan,186.0,English,USA,PG,150000000.0,2015.0,559.0,5.8,2.35,24000,average
3883,Timur Bekmambetov,232.0,104.0,335.0,16.0,Aleksey Chadov,114.0,1487477.0,Fantasy,Konstantin Khabenskiy,47097,206,Zhanna Friske,0.0,battle|bridge|mother son relationship|supernatural power|vampire,310.0,Russian,Russia,R,4200000.0,2004.0,28.0,6.5,1.85,0,average
3884,Neil Jordan,63.0,112.0,277.0,327.0,Miranda Richardson,1000.0,62549000.0,Romance,Jim Broadbent,41361,2412,Stephen Rea,0.0,androgynous|full frontal male nudity|irish republican army|psychological drama|tragic love,148.0,English,UK,R,2300000.0,1992.0,530.0,7.3,2.35,0,hit
3885,Bob Clark,75.0,94.0,84.0,95.0,Susan Clark,110.0,105500000.0,Comedy,Art Hindle,31260,582,Tony Ganios,0.0,female full frontal nudity|revenge|school|sheriff|virginity,152.0,English,Canada,R,4000000.0,1981.0,95.0,6.2,1.85,0,average
3886,George A. Romero,274.0,90.0,0.0,231.0,Shawn Roberts,648.0,101055.0,Horror,Julian Richings,17478,1951,Kathleen Munroe,0.0,delaware|feud|island|undead|zombie,159.0,English,USA,R,4000000.0,2009.0,529.0,5.0,2.35,0,average
3888,Sofia Coppola,265.0,101.0,0.0,11.0,Bill Murray,19000.0,44566004.0,Drama,Scarlett Johansson,321283,32015,Catherine Lambert,0.0,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,1848.0,English,USA,R,4000000.0,2003.0,13000.0,7.8,1.85,17000,hit
3889,Woody Allen,154.0,93.0,11000.0,629.0,Carol Kane,11000.0,39200000.0,Romance,Woody Allen,192940,12691,Shelley Duvall,0.0,breaking the fourth wall|comedian|jewish|neurosis|singer,491.0,English,USA,PG,4000000.0,1977.0,636.0,8.1,1.37,0,hit
3890,Cecil B. DeMille,44.0,152.0,309.0,132.0,Dorothy Lamour,232.0,36000000.0,Family,Gloria Grahame,9456,825,Cornel Wilde,0.0,circus|clown|elephant trainer|trapeze|trapeze artist,107.0,English,USA,Not Rated,4000000.0,1952.0,178.0,6.7,1.37,625,hit
3891,Ridley Scott,314.0,150.0,0.0,748.0,María Valverde,23000.0,65007045.0,Adventure,Christian Bale,128694,26489,Ben Mendelsohn,0.0,egypt|exodus|moses|pharaoh|plague,657.0,English,UK,PG-13,140000000.0,2014.0,892.0,6.1,2.35,51000,average
3892,Marc Forster,153.0,112.0,395.0,80.0,Peter Boyle,13000.0,31252964.0,Romance,Heath Ledger,71495,13707,Marcus Lyle Brown,1.0,cunnilingus|female frontal nudity|female nudity|interracial sex|rear entry sex,522.0,English,USA,R,4000000.0,2001.0,595.0,7.1,2.35,0,hit
3893,Henry Hobson,256.0,95.0,9.0,428.0,J.D. Evermore,584.0,131175.0,Drama,Joely Richardson,30219,1885,David A Cole,2.0,father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse,200.0,English,USA,PG-13,8500000.0,2015.0,430.0,5.6,2.35,22000,average
3894,Mike Figgis,123.0,111.0,81.0,687.0,Valeria Golino,12000.0,31968347.0,Romance,Nicolas Cage,93894,14823,Julian Sands,0.0,alcoholic|bar|love|prostitute|sex,286.0,English,USA,R,3600000.0,1995.0,898.0,7.6,1.66,0,hit
3898,Rob Cohen,149.0,91.0,357.0,326.0,Hill Harper,3000.0,35385560.0,Mystery,Ryan Guzman,27198,4807,Adam Hicks,1.0,adultery|argument|older woman younger man relationship|oral sex|sex scene,131.0,English,USA,R,4000000.0,2015.0,465.0,4.6,2.35,8000,average
3901,Lisa Cholodenko,323.0,106.0,450.0,712.0,Mia Wasikowska,14000.0,20803237.0,Comedy,Josh Hutcherson,110616,18645,Yaya DaCosta,1.0,biological father|college|motorcycle|sperm|sperm donor,291.0,English,USA,R,3500000.0,2010.0,3000.0,7.1,1.85,16000,hit
3902,John Carpenter,172.0,93.0,0.0,133.0,Peter Jason,355.0,13008928.0,Sci-Fi,Meg Foster,73501,837,George 'Buck' Flower,0.0,alien|brainwashing|construction worker|sunglasses|teleportation,333.0,English,USA,R,4000000.0,1988.0,151.0,7.3,2.35,27000,hit
3905,Ed Gass-Donnelly,161.0,93.0,8.0,400.0,Spencer Treat Clark,45000.0,15152879.0,Drama,Muse Watson,13506,46868,Ashley Bell,0.0,car fire|evil|hospital|hotel|prophecy,68.0,English,France,PG-13,5000000.0,2013.0,541.0,4.0,2.35,0,average
3906,Richard Linklater,548.0,165.0,0.0,127.0,Lorelei Linklater,230.0,25359200.0,Drama,Ellar Coltrane,266020,673,Libby Villari,0.0,12 year time span|coming of age|domestic abuse|growing up|separated parents,836.0,English,USA,R,4000000.0,2014.0,193.0,8.0,1.85,92000,hit
3907,Woody Allen,177.0,96.0,11000.0,405.0,Kevin McNally,19000.0,10515579.0,Comedy,Scarlett Johansson,66840,20132,Geoff Bell,0.0,english garden|fake drowning|fake parent|musical instrument|poker the card game,248.0,English,UK,PG-13,4000000.0,2006.0,427.0,6.7,1.85,0,hit
3908,Tim Burton,230.0,119.0,13000.0,567.0,Estella Warren,1000.0,180011740.0,Adventure,Cary-Hiroyuki Tagawa,177729,2776,Erick Avari,0.0,astronaut|cage|planet|wilhelm scream|year 2029,1368.0,English,USA,PG-13,100000000.0,2001.0,658.0,5.7,2.35,0,average
3909,DJ Pooh,27.0,93.0,69.0,69.0,Dr. Dre,522.0,10097096.0,Comedy,Angell Conwell,5612,955,DJ Pooh,2.0,african american stereotype|car wash|rent|roommate|threatening telephone call,38.0,English,USA,R,4000000.0,2001.0,231.0,4.6,1.85,842,average
3910,DJ Pooh,22.0,82.0,69.0,585.0,Mike Epps,939.0,9821335.0,Comedy,Mo'Nique,1415,3354,Faizon Love,1.0,adult diaper|diaper|digit in title|dream|sawed off shotgun,10.0,English,USA,R,6000000.0,2000.0,706.0,4.0,1.85,118,average
3911,Wayne Kramer,157.0,101.0,47.0,407.0,Paul Sorvino,658.0,8243880.0,Romance,Estella Warren,28714,3086,Shawn Hatosy,1.0,female pubic hair|girl in panties|leg spreading|public nudity|sex in bed,215.0,English,USA,R,3200000.0,2003.0,636.0,7.0,2.35,762,hit
3913,Patrick Stettner,125.0,81.0,5.0,710.0,Joe Morton,49000.0,7825820.0,Mystery,Robin Williams,13086,50831,Rory Culkin,0.0,boy|radio show|social worker|telephone|wisconsin,156.0,English,USA,R,4000000.0,2006.0,780.0,5.9,1.85,576,average
3915,Wes Craven,160.0,107.0,0.0,255.0,Emily Meade,798.0,14637490.0,Mystery,Frank Grillo,16411,2537,Zena Grey,2.0,evil|killer|murder|psychopath|serial killer,136.0,English,USA,R,25000000.0,2010.0,374.0,4.8,2.35,0,average
3916,J.A. Bayona,300.0,105.0,171.0,143.0,Belén Rueda,382.0,7159147.0,Drama,Geraldine Chaplin,120189,954,Fernando Cayo,0.0,dead children|ghost|missing child|orphan|orphanage,308.0,Spanish,Spain,R,3400000.0,2007.0,273.0,7.5,2.35,11000,hit
3917,Michael Tiddes,69.0,86.0,89.0,511.0,Essence Atkins,986.0,17314483.0,Comedy,Ashley Rickards,14621,4073,Gabriel Iglesias,2.0,bare breasts|parody|sexual innuendo|slip and fall|squirting orgasm,48.0,English,USA,R,4000000.0,2014.0,713.0,4.7,1.85,0,average
3918,Roger Avary,143.0,110.0,675.0,968.0,Faye Dunaway,16000.0,6525762.0,Romance,Ian Somerhalder,44339,19928,Clifton Collins Jr.,2.0,bisexual|college|drug dealer|drugs|student,425.0,English,USA,R,4000000.0,2002.0,977.0,6.7,1.85,0,hit
3921,Allison Anders,51.0,110.0,99.0,960.0,Alicia Witt,4000.0,4301331.0,Comedy,Salma Hayek,78241,7921,Lili Taylor,6.0,bellhop|coven|gangster|hotel|new year's eve,177.0,English,USA,R,4000000.0,1995.0,975.0,6.7,1.85,0,hit
3922,Steven Shainberg,163.0,104.0,30.0,296.0,Stephen McHattie,769.0,4046737.0,Romance,Jeremy Davies,67949,2251,Lesley Ann Warren,1.0,bdsm|employer employee relationship|hospital|mental hospital|secretary,390.0,English,USA,R,4000000.0,2002.0,413.0,7.1,1.85,15000,hit
3923,Rick de Oliveira,52.0,96.0,2.0,0.0,Alan Taylor,960.0,3713002.0,Documentary,Laura Ramsey,3611,972,Benjamin Fletcher,1.0,cancun mexico|mexico|spring break|vacation|wisconsin,62.0,English,USA,R,8000000.0,2003.0,12.0,2.7,1.85,131,flop
3924,Oliver Stone,40.0,110.0,0.0,237.0,Zach Grenier,721.0,3468572.0,Drama,Michael Wincott,10073,1966,Bill Johnson,0.0,listener|neo nazi|radio|radio station|radio talk show,78.0,English,USA,R,4000000.0,1988.0,246.0,7.3,1.85,816,hit
3925,Christopher Guest,50.0,84.0,378.0,611.0,Fred Willard,925.0,2892582.0,Comedy,Catherine O'Hara,22697,3559,Larry Miller,0.0,amateur theater|dentist|missouri|small town|travel agent,202.0,English,USA,R,4000000.0,1996.0,729.0,7.6,1.85,0,hit
3926,Jeff Franklin,45.0,94.0,24.0,545.0,Tyra Banks,834.0,2800000.0,Comedy,Ivana Milicevic,4377,2662,Bridgette Wilson-Sampras,3.0,black comedy|marriage|marriage proposal|not taking no for an answer|obsessive woman,85.0,English,USA,R,4000000.0,1999.0,625.0,5.8,1.85,309,average
3927,John Dahl,121.0,93.0,131.0,90.0,Aaron Hughes,497.0,2426851.0,Romance,Philip Baker Hall,16224,776,Jayne Eastwood,1.0,alcoholic|buffalo new york|claim in title|embalming|mortuary,76.0,English,USA,R,4000000.0,2007.0,113.0,6.5,2.55,830,average
3928,Mike Mills,114.0,96.0,101.0,71.0,Lou Taylor Pucci,730.0,1325073.0,Comedy,Kelli Garner,18762,1208,Nancy O'Dell,0.0,attention deficit disorder|debate|drugs|psychologist|school,91.0,English,USA,R,4000000.0,2005.0,394.0,6.6,2.35,708,hit
3930,Dave McKean,116.0,101.0,21.0,161.0,Gina McKee,420.0,864959.0,Fantasy,Stephanie Leonidas,20275,1215,Rob Brydon,0.0,circus|dark fantasy|dream|dream world|fantasy world,151.0,English,UK,PG,4000000.0,2005.0,291.0,6.9,1.85,0,hit
3931,Ron Fricke,115.0,102.0,330.0,0.0,Balinese Tari Legong Dancers,48.0,2601847.0,Music,Collin Alfredo St. Dic,22457,48,Puti Sri Candra Dewi,0.0,hall of mirrors|mont saint michel france|palace of versailles|turkey the country|yellowstone national park,69.0,None,USA,PG-13,4000000.0,2011.0,0.0,8.5,2.35,26000,hit
3932,Ruggero Deodato,15.0,87.0,101.0,324.0,Eva LaRue,721.0,800000.0,Fantasy,Michael Berryman,2308,1700,Richard Lynch,0.0,bare breasts|comic relief|dragon|gladiator|harem,35.0,English,USA,R,4000000.0,1987.0,576.0,4.8,1.85,550,average
3935,Mars Callahan,41.0,99.0,60.0,444.0,Ricky Schroder,979.0,562059.0,Drama,Chazz Palminteri,8535,3130,Ernie Reyes Jr.,4.0,beating|hustler|jail|money|revenge,113.0,English,USA,R,4000000.0,2002.0,665.0,7.0,1.85,872,hit
3936,Mike Figgis,31.0,106.0,81.0,687.0,Saffron Burrows,2000.0,399793.0,Drama,Kelly Macdonald,2877,4343,Julian Sands,0.0,1950s|italian|murder|tunisia|vomiting,70.0,English,USA,R,4000000.0,1999.0,811.0,5.4,1.78,111,average
3938,David Gordon Green,232.0,117.0,234.0,221.0,Tye Sheridan,12000.0,371897.0,Drama,Nicolas Cage,36494,13607,Ronnie Gene Blevins,2.0,alcoholic|cigarette smoking|father son relationship|teenage boy|woods,118.0,English,USA,R,4000000.0,2013.0,1000.0,6.9,2.35,11000,hit
3939,Stefan Schwartz,43.0,99.0,13.0,159.0,Dan Futterman,419.0,302204.0,Romance,Peter McNamara,6705,975,Ralph Ineson,3.0,con artist|money|orphan|scam|secretary,53.0,English,UK,PG,3000000.0,1997.0,254.0,6.6,2.35,167,hit
3940,Renny Harlin,68.0,102.0,212.0,195.0,Lane Smith,10000.0,354704.0,Drama,Viggo Mortensen,2705,11083,Hal Landon Jr.,0.0,electric chair|haunting|prison|prisoner|revenge,38.0,English,USA,R,1300000.0,1987.0,633.0,5.9,1.85,314,average
3941,Robert Lee King,51.0,85.0,0.0,209.0,Kathleen Robertson,945.0,265107.0,Comedy,Lauren Ambrose,4617,2282,Beth Broderick,1.0,cliche|exchange student|slasher|spoof|surfing,93.0,English,Australia,Unrated,1500000.0,2000.0,774.0,6.3,1.85,614,average
3942,Kevin Allen,33.0,86.0,8.0,428.0,Frances Fisher,759.0,185577.0,Comedy,Craig Ferguson,2133,2805,Mary McCormack,1.0,competition|fake documentary|hairdresser|nudity|reference to liberace,31.0,English,UK,R,4000000.0,1999.0,638.0,6.3,1.85,182,average
3944,David Schwimmer,109.0,106.0,0.0,67.0,Jordan Trovillion,617.0,58214.0,Drama,Noah Emmerich,34224,916,Zoe Levin,0.0,counselor|fbi|revenge motive|school|teenage girl,137.0,English,USA,R,9500000.0,2010.0,163.0,7.0,2.35,10000,hit
3945,Barry Levinson,34.0,103.0,272.0,70.0,Brían F. O'Byrne,736.0,75078.0,Comedy,Anna Friel,1398,1403,Pauline McLynn,4.0,alopecia|belfast northern ireland|ireland|irish republican army|scalper,26.0,English,USA,R,14000000.0,2000.0,450.0,6.3,1.85,132,average
3947,Anne Fontaine,141.0,112.0,105.0,748.0,Naomi Watts,18000.0,317125.0,Romance,Robin Wright,23334,25269,Ben Mendelsohn,0.0,beach|friend|friendship|happiness|neighbor,87.0,English,Australia,R,16000000.0,2013.0,6000.0,6.2,2.35,0,average
3949,Fernando León de Aranoa,64.0,113.0,58.0,9.0,Enrique Villén,331.0,146402.0,Comedy,Luis Tosar,9913,387,Aida Folch,1.0,australia|bar|shipyard|siamese twins|tuna,38.0,Spanish,Spain,R,4000000.0,2002.0,27.0,7.7,1.85,0,hit
3950,Jim Mickle,215.0,98.0,53.0,65.0,Michael Cerveris,530.0,18469.0,Drama,Connor Paolo,34263,1038,Nick Damici,1.0,canada|post apocalypse|road movie|vampire|vampire hunter,141.0,English,USA,R,650000.0,2010.0,238.0,6.5,2.35,0,average
3952,Stephen Kay,12.0,92.0,19.0,599.0,Marg Helgenberger,18000.0,12836.0,Biography,Keanu Reeves,1686,20135,Gretchen Mol,1.0,1940s|female bare foot|picket fence|tire|vomiting,28.0,English,USA,R,4000000.0,1997.0,759.0,5.8,1.85,161,average
3953,Karim Aïnouz,70.0,106.0,19.0,9.0,Clemens Schick,585.0,20262.0,Drama,Wagner Moura,1738,629,Jesuíta Barbosa,2.0,gay|male frontal nudity|male nudity|male rear nudity|nudity,10.0,Portuguese,Brazil,Unrated,4000000.0,2014.0,29.0,6.1,2.35,278,average
3970,Victor Fleming,157.0,226.0,149.0,248.0,George Reeves,503.0,198655278.0,Romance,Hattie McDaniel,215340,1862,Thomas Mitchell,1.0,battle of the sexes|gallantry|honesty|indifference|scandal,706.0,English,USA,G,3977000.0,1939.0,384.0,8.2,1.37,16000,hit
3971,Richard Raymond,31.0,104.0,10.0,196.0,Reece Ritchie,507.0,143653.0,Biography,Tom Cullen,1177,1281,Marama Corlett,0.0,dance|dancer|dancing|desert|iran,10.0,English,UK,PG-13,4000000.0,2014.0,236.0,6.0,2.35,0,average
3972,Sam Peckinpah,53.0,152.0,541.0,288.0,Slim Pickens,773.0,14873.0,Adventure,James Coburn,5294,2888,Warren Oates,2.0,apache|apache indian|confederate|mexico|scout,67.0,English,USA,Approved,3800000.0,1965.0,575.0,6.8,2.35,251,hit
3974,George Sidney,21.0,107.0,24.0,83.0,Howard Keel,277.0,8000000.0,Music,Keenan Wynn,3167,731,Betty Hutton,0.0,girl|gun|love|sharpshooter|the end,90.0,English,USA,Passed,3768785.0,1950.0,244.0,7.0,1.37,456,hit
